,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,欣技資訊股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,試算表(IFRS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
製表日期：,14/03/14,,17:44:31,,,幣別：,NTD,,,,,單    位：,元,,,,,,期    間：2013/01-2013/12,,,,,,,製表者：,tiptop,,頁次：,,1/15,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,期初餘額,,,,,,本期異動,,,,,,異動筆數,,,,期末餘額,,,,,,,,
科目名?,,,,,,,,,借方,,貸方,,,,借方,,,貸方,,,借方,貸方,,,借方,,,貸方,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
暫付款-差旅費,,,,,,,,,0,,0,,,,"2,986,716",,,"2,986,716",,,34,37,,,0.00,,,0.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
代付款,,,,,,,,,0,,0,,,,"334,200",,,"334,200",,,25,23,,,0.00,,,0.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
員工借支,,,,,,,,,0,,0,,,,0,,,0,,,0,0,,,0.00,,,0.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他金融資產-流動,,,,,,,,,0,,0,,,,"2,163,559",,,"1,621,053",,,4,3,,,"542,506.00",,,0.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
受限制資產,,,,,,,,,"536,041",,0,,,,"536,041",,,"1,072,082",,,1,2,,,0.00,,,0.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流動資產-其他,,,,,,,,,0,,0,,,,0,,,0,,,0,0,,,0.00,,,0.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
基金,,,,,,,,,0,,0,,,,0,,,0,,,0,0,,,0.00,,,0.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
衍生性金融資產-遠匯,,,,,,,,,0,,0,,,,0,,,0,,,0,0,,,0.00,,,0.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
股票,,,,,,,,,0,,0,,,,0,,,0,,,0,0,,,0.00,,,0.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在途基金(過渡性科目),,,,,,,,,0,,0,,,,0,,,0,,,0,0,,,0.00,,,0.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有供交易之金融資產評價調整-流動,,,,,,,,,0,,0,,,,0,,,0,,,0,0,,,0.00,,,0.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
採用權益法之投資-USA,,,,,,,,,"29,509,444",,0,,,,"14,247,835",,,"24,455,930",,,17,12,,,"19,301,349.00",,,0.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
採用權益法之投資-EMEA,,,,,,,,,0,,0,,,,0,,,0,,,0,0,,,0.00,,,0.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
採用權益法之投資-SAMOA,,,,,,,,,"22,665,141",,0,,,,"1,757,134",,,"21,117,444",,,10,23,,,"3,304,831.00",,,0.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
